string_ubigeo_descripcion,int_ubigeo_departamento,int_ubigeo_provincia,int_ubigeo_distrito,int_ubigeo_dependecia,float_ubigeo_latitud,float_ubigeo_longitud
CHINCHERO,0,0,1,104,-16.399,-71.5364
HUAYLLABAMBA,0,0,1,104,-16.399,-71.5364
MACHUPICCHU,0,0,1,104,-16.399,-71.5364
MARAS,0,0,1,104,-16.399,-71.5364
OLLANTAYTAMBO,0,0,1,104,-16.399,-71.5364
YUCAY,0,0,1,104,-16.399,-71.5364
HUANCAVELICA,0,0,1,105,-16.399,-71.5364
ACOBAMBILLA,0,0,1,105,-16.399,-71.5364
ACORIA,0,0,1,105,-16.399,-71.5364
CONAYCA,0,0,1,105,-16.399,-71.5364
CUENCA,0,0,1,105,-16.399,-71.5364
HUACHOCOLPA,0,0,1,105,-16.399,-71.5364
HUAYLLAHUARA,0,0,1,105,-16.399,-71.5364
IZCUCHACA,0,0,1,105,-16.399,-71.5364
LARIA,0,0,1,105,-16.399,-71.5364
MANTA,0,0,1,105,-16.399,-71.5364
MARISCAL CACERES,0,0,1,105,-16.399,-71.5364
MOYA,0,0,1,105,-16.399,-71.5364
NUEVO OCCORO,0,0,1,105,-16.399,-71.5364
PALCA,0,0,1,105,-16.399,-71.5364
PILCHACA,0,0,1,105,-16.399,-71.5364
VILCA,0,0,1,105,-16.399,-71.5364
YAULI,0,0,1,105,-16.399,-71.5364
ASCENSION,0,0,1,105,-16.399,-71.5364
HUANDO,0,0,1,105,-16.399,-71.5364
ACOBAMBA,0,0,1,106,-16.399,-71.5364
ANDABAMBA,0,0,1,106,-16.399,-71.5364
ANTA,0,0,1,106,-16.399,-71.5364
CAJA,0,0,1,106,-16.399,-71.5364
MARCAS,0,0,1,106,-16.399,-71.5364
PAUCARA,0,0,1,106,-16.399,-71.5364
POMACOCHA,0,0,1,106,-16.399,-71.5364
ROSARIO,0,0,1,106,-16.399,-71.5364
LIRCAY,0,0,1,107,-16.399,-71.5364
ANCHONGA,0,0,1,107,-16.399,-71.5364
CALLANMARCA,0,0,1,107,-16.399,-71.5364
CCOCHACCASA,0,0,1,107,-16.399,-71.5364
CHINCHO,0,0,1,107,-16.399,-71.5364
CONGALLA,0,0,1,107,-16.399,-71.5364
HUANCA-HUANCA,0,0,1,107,-16.399,-71.5364
HUAYLLAY GRANDE,0,0,1,107,-16.399,-71.5364
JULCAMARCA,0,0,1,107,-16.399,-71.5364
SAN ANTONIO DE ANTAPARCO,0,0,1,107,-16.399,-71.5364
SANTO TOMAS DE PATA,0,0,1,107,-16.399,-71.5364
SECCLLA,0,0,1,107,-16.399,-71.5364
CASTROVIRREYNA,0,0,1,108,-16.399,-71.5364
ARMA,0,0,1,108,-16.399,-71.5364
AURAHUA,0,0,1,108,-16.399,-71.5364
CAPILLAS,0,0,1,108,-16.399,-71.5364
CHUPAMARCA,0,0,1,108,-16.399,-71.5364
COCAS,0,0,1,108,-16.399,-71.5364
HUACHOS,0,0,1,108,-16.399,-71.5364
HUAMATAMBO,0,0,1,108,-16.399,-71.5364
MOLLEPAMPA,0,0,1,108,-16.399,-71.5364
SAN JUAN,0,0,1,108,-16.399,-71.5364
SANTA ANA,0,0,1,108,-16.399,-71.5364
TANTARA,0,0,1,108,-16.399,-71.5364
TICRAPO,0,0,1,108,-16.399,-71.5364
CHURCAMPA,0,0,1,109,-16.399,-71.5364
ANCO,0,0,1,109,-16.399,-71.5364
CHINCHIHUASI,0,0,1,109,-16.399,-71.5364
EL CARMEN,0,0,1,109,-16.399,-71.5364
LA MERCED,0,0,1,109,-16.399,-71.5364
LOCROJA,0,0,1,109,-16.399,-71.5364
PAUCARBAMBA,0,0,1,109,-16.399,-71.5364
SAN MIGUEL DE MAYOCC,0,0,1,109,-16.399,-71.5364
SAN PEDRO DE CORIS,0,0,1,109,-16.399,-71.5364
PACHAMARCA ,0,0,1,109,-16.399,-71.5364
HUAYTARA,0,0,1,110,-16.399,-71.5364
AYAVI,0,0,1,110,-16.399,-71.5364
CORDOVA,0,0,1,110,-16.399,-71.5364
HUAYACUNDO ARMA,0,0,1,110,-16.399,-71.5364
LARAMARCA,0,0,1,110,-16.399,-71.5364
OCOYO,0,0,1,110,-16.399,-71.5364
PILPICHACA,0,0,1,110,-16.399,-71.5364
QUERCO,0,0,1,110,-16.399,-71.5364
QUITO-ARMA,0,0,1,110,-16.399,-71.5364
SAN ANTONIO DE CUSICANCHA,0,0,1,110,-16.399,-71.5364
SAN FRANCISCO DE SANGAYAICO,0,0,1,110,-16.399,-71.5364
SAN ISIDRO,0,0,1,110,-16.399,-71.5364
SANTIAGO DE CHOCORVOS,0,0,1,110,-16.399,-71.5364
SANTIAGO DE QUIRAHUARA,0,0,1,110,-16.399,-71.5364
SANTO DOMINGO DE CAPILLAS,0,0,1,110,-16.399,-71.5364
TAMBO,0,0,1,110,-16.399,-71.5364
PAMPAS,0,0,1,111,-16.399,-71.5364
ACOSTAMBO,0,0,1,111,-16.399,-71.5364
ACRAQUIA,0,0,1,111,-16.399,-71.5364
AHUAYCHA,0,0,1,111,-16.399,-71.5364
COLCABAMBA,0,0,1,111,-16.399,-71.5364
DANIEL HERNANDEZ,0,0,1,111,-16.399,-71.5364
HUACHOCOLPA,0,0,1,111,-16.399,-71.5364
HUARIBAMBA,0,0,1,111,-16.399,-71.5364
ÑAHUIMPUQUIO,0,0,1,111,-16.399,-71.5364
PAZOS,0,0,1,111,-16.399,-71.5364
QUISHUAR,0,0,1,111,-16.399,-71.5364
SALCABAMBA,0,0,1,111,-16.399,-71.5364
SALCAHUASI,0,0,1,111,-16.399,-71.5364
SAN MARCOS DE ROCCHAC,0,0,1,111,-16.399,-71.5364
SURCUBAMBA,0,0,1,111,-16.399,-71.5364
TINTAY PUNCU,0,0,1,111,-16.399,-71.5364
HUANUCO,0,0,1,112,-16.399,-71.5364
AMARILIS,0,0,1,112,-16.399,-71.5364
CHINCHAO,0,0,1,112,-16.399,-71.5364
CHURUBAMBA,0,0,1,112,-16.399,-71.5364
MARGOS,0,0,1,112,-16.399,-71.5364
QUISQUI,0,0,1,112,-16.399,-71.5364
SAN FRANCISCO DE CAYRAN,0,0,1,112,-16.399,-71.5364
SAN PEDRO DE CHAULAN,0,0,1,112,-16.399,-71.5364
SANTA MARIA DEL VALLE,0,0,1,112,-16.399,-71.5364
YARUMAYO,0,0,1,112,-16.399,-71.5364
PILLCO MARCA,0,0,1,112,-16.399,-71.5364
AMBO,0,0,1,113,-16.399,-71.5364
CAYNA,0,0,1,113,-16.399,-71.5364
COLPAS,0,0,1,113,-16.399,-71.5364
CONCHAMARCA,0,0,1,113,-16.399,-71.5364
HUACAR,0,0,1,113,-16.399,-71.5364
SAN FRANCISCO,0,0,1,113,-16.399,-71.5364
SAN RAFAEL,0,0,1,113,-16.399,-71.5364
TOMAY KICHWA,0,0,1,113,-16.399,-71.5364
LA UNION,0,0,1,114,-16.399,-71.5364
CHUQUIS,0,0,1,114,-16.399,-71.5364
MARIAS,0,0,1,114,-16.399,-71.5364
PACHAS,0,0,1,114,-16.399,-71.5364
QUIVILLA,0,0,1,114,-16.399,-71.5364
RIPAN,0,0,1,114,-16.399,-71.5364
SHUNQUI,0,0,1,114,-16.399,-71.5364
SILLAPATA,0,0,1,114,-16.399,-71.5364
YANAS,0,0,1,114,-16.399,-71.5364
HUACAYBAMBA,0,0,1,115,-16.399,-71.5364
CANCHABAMBA,0,0,1,115,-16.399,-71.5364
COCHABAMBA,0,0,1,115,-16.399,-71.5364
PINRA,0,0,1,115,-16.399,-71.5364
LLATA,0,0,1,116,-16.399,-71.5364
ARANCAY,0,0,1,116,-16.399,-71.5364
CHAVIN DE PARIARCA,0,0,1,116,-16.399,-71.5364
JACAS GRANDE,0,0,1,116,-16.399,-71.5364
JIRCAN,0,0,1,116,-16.399,-71.5364
MIRAFLORES,0,0,1,116,-16.399,-71.5364
MONZON,0,0,1,116,-16.399,-71.5364
PUNCHAO,0,0,1,116,-16.399,-71.5364
PUÑOS,0,0,1,116,-16.399,-71.5364
SINGA,0,0,1,116,-16.399,-71.5364
TANTAMAYO,0,0,1,116,-16.399,-71.5364
RUPA-RUPA,0,0,1,117,-16.399,-71.5364
DANIEL ALOMIA ROBLES,0,0,1,117,-16.399,-71.5364
HERMILIO VALDIZAN,0,0,1,117,-16.399,-71.5364
JOSE CRESPO Y CASTILLO,0,0,1,117,-16.399,-71.5364
LUYANDO 1/,0,0,1,117,-16.399,-71.5364
MARIANO DAMASO BERAUN,0,0,1,117,-16.399,-71.5364
HUACRACHUCO,0,0,1,118,-16.399,-71.5364
CHOLON,0,0,1,118,-16.399,-71.5364
SAN BUENAVENTURA,0,0,1,118,-16.399,-71.5364
PANAO,0,0,1,119,-16.399,-71.5364
CHAGLLA,0,0,1,119,-16.399,-71.5364
MOLINO,0,0,1,119,-16.399,-71.5364
UMARI  ,0,0,1,119,-16.399,-71.5364
PUERTO INCA,0,0,1,120,-16.399,-71.5364
CODO DEL POZUZO,0,0,1,120,-16.399,-71.5364
HONORIA,0,0,1,120,-16.399,-71.5364
TOURNAVISTA,0,0,1,120,-16.399,-71.5364
YUYAPICHIS,0,0,1,120,-16.399,-71.5364
JESUS,0,0,1,121,-16.399,-71.5364
BAÑOS,0,0,1,121,-16.399,-71.5364
JIVIA,0,0,1,121,-16.399,-71.5364
QUEROPALCA,0,0,1,121,-16.399,-71.5364
RONDOS,0,0,1,121,-16.399,-71.5364
SAN FRANCISCO DE ASIS,0,0,1,121,-16.399,-71.5364
SAN MIGUEL DE CAURI,0,0,1,121,-16.399,-71.5364
CHAVINILLO,0,0,1,121,-16.399,-71.5364
CAHUAC,0,0,1,121,-16.399,-71.5364
CHACABAMBA,0,0,1,121,-16.399,-71.5364
APARICIO POMARES,0,0,1,121,-16.399,-71.5364
JACAS CHICO,0,0,1,121,-16.399,-71.5364
OBAS,0,0,1,121,-16.399,-71.5364
PAMPAMARCA,0,0,1,121,-16.399,-71.5364
CHORAS,0,0,1,121,-16.399,-71.5364
CHINCHA ALTA,0,0,1,122,-16.399,-71.5364
ALTO LARAN,0,0,1,122,-16.399,-71.5364
CHAVIN,0,0,1,122,-16.399,-71.5364
CHINCHA BAJA,0,0,1,122,-16.399,-71.5364
EL CARMEN,0,0,1,122,-16.399,-71.5364
GROCIO PRADO,0,0,1,122,-16.399,-71.5364
PUEBLO NUEVO,0,0,1,122,-16.399,-71.5364
SAN JUAN DE YANAC,0,0,1,122,-16.399,-71.5364
SAN PEDRO DE HUACARPANA,0,0,1,122,-16.399,-71.5364
SUNAMPE,0,0,1,122,-16.399,-71.5364
TAMBO DE MORA,0,0,1,122,-16.399,-71.5364
ICA,0,0,1,123,-16.399,-71.5364
LA TINGUIÑA,0,0,1,123,-16.399,-71.5364
LOS AQUIJES,0,0,1,123,-16.399,-71.5364
OCUCAJE,0,0,1,123,-16.399,-71.5364
PACHACUTEC,0,0,1,123,-16.399,-71.5364
PARCONA,0,0,1,123,-16.399,-71.5364
PUEBLO NUEVO,0,0,1,123,-16.399,-71.5364
SALAS,0,0,1,123,-16.399,-71.5364
SAN JOSE DE LOS MOLINOS,0,0,1,123,-16.399,-71.5364
SAN JUAN BAUTISTA,0,0,1,123,-16.399,-71.5364
SANTIAGO,0,0,1,123,-16.399,-71.5364
SUBTANJALLA,0,0,1,123,-16.399,-71.5364
TATE,0,0,1,123,-16.399,-71.5364
YAUCA DEL ROSARIO ,0,0,1,123,-16.399,-71.5364
CHINCHA ALTA,0,0,1,124,-16.399,-71.5364
ALTO LARAN,0,0,1,124,-16.399,-71.5364
CHAVIN,0,0,1,124,-16.399,-71.5364
CHINCHA BAJA,0,0,1,124,-16.399,-71.5364
EL CARMEN,0,0,1,124,-16.399,-71.5364
GROCIO PRADO,0,0,1,124,-16.399,-71.5364
PUEBLO NUEVO,0,0,1,124,-16.399,-71.5364
SAN JUAN DE YANAC,0,0,1,124,-16.399,-71.5364
SAN PEDRO DE HUACARPANA,0,0,1,124,-16.399,-71.5364
SUNAMPE,0,0,1,124,-16.399,-71.5364
TAMBO DE MORA,0,0,1,124,-16.399,-71.5364
NAZCA,0,0,1,125,-16.399,-71.5364
CHANGUILLO,0,0,1,125,-16.399,-71.5364
EL INGENIO,0,0,1,125,-16.399,-71.5364
MARCONA,0,0,1,125,-16.399,-71.5364
VISTA ALEGRE,0,0,1,125,-16.399,-71.5364
PALPA,0,0,1,126,-16.399,-71.5364
LLIPATA,0,0,1,126,-16.399,-71.5364
RIO GRANDE,0,0,1,126,-16.399,-71.5364
SANTA CRUZ,0,0,1,126,-16.399,-71.5364
TIBILLO,0,0,1,126,-16.399,-71.5364
PISCO,0,0,1,127,-16.399,-71.5364
HUANCANO,0,0,1,127,-16.399,-71.5364
HUMAY,0,0,1,127,-16.399,-71.5364
INDEPENDENCIA,0,0,1,127,-16.399,-71.5364
PARACAS,0,0,1,127,-16.399,-71.5364
SAN ANDRES,0,0,1,127,-16.399,-71.5364
SAN CLEMENTE,0,0,1,127,-16.399,-71.5364
TUPAC AMARU INCA,0,0,1,127,-16.399,-71.5364
HUANCAYO,0,0,1,128,-16.399,-71.5364
CARHUACALLANGA,0,0,1,128,-16.399,-71.5364
CHACAPAMPA,0,0,1,128,-16.399,-71.5364
CHICCHE,0,0,1,128,-16.399,-71.5364
CHILCA,0,0,1,128,-16.399,-71.5364
CHONGOS ALTO,0,0,1,128,-16.399,-71.5364
CHUPURO,0,0,1,128,-16.399,-71.5364
COLCA,0,0,1,128,-16.399,-71.5364
CULLHUAS,0,0,1,128,-16.399,-71.5364
EL TAMBO,0,0,1,128,-16.399,-71.5364
HUACRAPUQUIO,0,0,1,128,-16.399,-71.5364
HUALHUAS,0,0,1,128,-16.399,-71.5364
HUANCAN,0,0,1,128,-16.399,-71.5364
HUASICANCHA,0,0,1,128,-16.399,-71.5364
HUAYUCACHI,0,0,1,128,-16.399,-71.5364
INGENIO,0,0,1,128,-16.399,-71.5364
PARIAHUANCA   1/,0,0,1,128,-16.399,-71.5364
PILCOMAYO,0,0,1,128,-16.399,-71.5364
PUCARA,0,0,1,128,-16.399,-71.5364
QUICHUAY,0,0,1,128,-16.399,-71.5364
QUILCAS,0,0,1,128,-16.399,-71.5364
SAN AGUSTIN,0,0,1,128,-16.399,-71.5364
SAN JERONIMO DE TUNAN,0,0,1,128,-16.399,-71.5364
SAÑO,0,0,1,128,-16.399,-71.5364
SAPALLANGA,0,0,1,128,-16.399,-71.5364
SICAYA,0,0,1,128,-16.399,-71.5364
SANTO DOMINGO DE ACOBAMBA,0,0,1,128,-16.399,-71.5364
VIQUES,0,0,1,128,-16.399,-71.5364
CONCEPCION,0,0,1,129,-16.399,-71.5364
ACO,0,0,1,129,-16.399,-71.5364
ANDAMARCA,0,0,1,129,-16.399,-71.5364
CHAMBARA,0,0,1,129,-16.399,-71.5364
COCHAS,0,0,1,129,-16.399,-71.5364
COMAS,0,0,1,129,-16.399,-71.5364
HEROINAS TOLEDO,0,0,1,129,-16.399,-71.5364
MANZANARES,0,0,1,129,-16.399,-71.5364
MARISCAL CASTILLA,0,0,1,129,-16.399,-71.5364
MATAHUASI,0,0,1,129,-16.399,-71.5364
MITO,0,0,1,129,-16.399,-71.5364
NUEVE DE JULIO,0,0,1,129,-16.399,-71.5364
ORCOTUNA,0,0,1,129,-16.399,-71.5364
SAN JOSE DE QUERO,0,0,1,129,-16.399,-71.5364
SANTA ROSA DE OCOPA,0,0,1,129,-16.399,-71.5364
CHANCHAMAYO,0,0,1,130,-16.399,-71.5364
PERENE,0,0,1,130,-16.399,-71.5364
PICHANAQUI,0,0,1,130,-16.399,-71.5364
SAN LUIS DE SHUARO,0,0,1,130,-16.399,-71.5364
SAN RAMON,0,0,1,130,-16.399,-71.5364
VITOC,0,0,1,130,-16.399,-71.5364
JAUJA,0,0,1,131,-16.399,-71.5364
ACOLLA,0,0,1,131,-16.399,-71.5364
APATA,0,0,1,131,-16.399,-71.5364
ATAURA,0,0,1,131,-16.399,-71.5364
CANCHAYLLO,0,0,1,131,-16.399,-71.5364
CURICACA,0,0,1,131,-16.399,-71.5364
EL MANTARO,0,0,1,131,-16.399,-71.5364
HUAMALI,0,0,1,131,-16.399,-71.5364
HUARIPAMPA,0,0,1,131,-16.399,-71.5364
HUERTAS,0,0,1,131,-16.399,-71.5364
JANJAILLO,0,0,1,131,-16.399,-71.5364
JULCAN,0,0,1,131,-16.399,-71.5364
LEONOR ORDOÑEZ,0,0,1,131,-16.399,-71.5364
LLOCLLAPAMPA,0,0,1,131,-16.399,-71.5364
MARCO,0,0,1,131,-16.399,-71.5364
MASMA,0,0,1,131,-16.399,-71.5364
MASMA CHICCHE,0,0,1,131,-16.399,-71.5364
MOLINOS,0,0,1,131,-16.399,-71.5364
MONOBAMBA,0,0,1,131,-16.399,-71.5364
MUQUI,0,0,1,131,-16.399,-71.5364
MUQUIYAUYO,0,0,1,131,-16.399,-71.5364
PACA,0,0,1,131,-16.399,-71.5364
PACCHA,0,0,1,131,-16.399,-71.5364
PANCAN,0,0,1,131,-16.399,-71.5364
PARCO,0,0,1,131,-16.399,-71.5364
POMACANCHA,0,0,1,131,-16.399,-71.5364
RICRAN,0,0,1,131,-16.399,-71.5364
SAN LORENZO,0,0,1,131,-16.399,-71.5364
SAN PEDRO DE CHUNAN,0,0,1,131,-16.399,-71.5364
SAUSA,0,0,1,131,-16.399,-71.5364
SINCOS,0,0,1,131,-16.399,-71.5364
TUNAN MARCA,0,0,1,131,-16.399,-71.5364
YAULI,0,0,1,131,-16.399,-71.5364
YAUYOS,0,0,1,131,-16.399,-71.5364
JUNIN,0,0,1,132,-16.399,-71.5364
CARHUAMAYO,0,0,1,132,-16.399,-71.5364
ONDORES,0,0,1,132,-16.399,-71.5364
ULCUMAYO,0,0,1,132,-16.399,-71.5364
SATIPO,0,0,1,133,-16.399,-71.5364
COVIRIALI,0,0,1,133,-16.399,-71.5364
LLAYLLA,0,0,1,133,-16.399,-71.5364
MAZAMARI,0,0,1,133,-16.399,-71.5364
PAMPA HERMOSA,0,0,1,133,-16.399,-71.5364
PANGOA,0,0,1,133,-16.399,-71.5364
RIO NEGRO,0,0,1,133,-16.399,-71.5364
RIO TAMBO,0,0,1,133,-16.399,-71.5364
TARMA,0,0,1,134,-16.399,-71.5364
ACOBAMBA,0,0,1,134,-16.399,-71.5364
HUARICOLCA,0,0,1,134,-16.399,-71.5364
HUASAHUASI,0,0,1,134,-16.399,-71.5364
LA UNION,0,0,1,134,-16.399,-71.5364
PALCA,0,0,1,134,-16.399,-71.5364
PALCAMAYO,0,0,1,134,-16.399,-71.5364
SAN PEDRO DE CAJAS,0,0,1,134,-16.399,-71.5364
TAPO,0,0,1,134,-16.399,-71.5364
LA OROYA,0,0,1,135,-16.399,-71.5364
CHACAPALPA,0,0,1,135,-16.399,-71.5364
HUAY-HUAY,0,0,1,135,-16.399,-71.5364
MARCAPOMACOCHA,0,0,1,135,-16.399,-71.5364
MOROCOCHA,0,0,1,135,-16.399,-71.5364
PACCHA,0,0,1,135,-16.399,-71.5364
SANTA BARBARA DE CARHUACAYAN,0,0,1,135,-16.399,-71.5364
SANTA ROSA DE SACCO,0,0,1,135,-16.399,-71.5364
SUITUCANCHA,0,0,1,135,-16.399,-71.5364
YAULI,0,0,1,135,-16.399,-71.5364
CHUPACA,0,0,1,136,-16.399,-71.5364
AHUAC,0,0,1,136,-16.399,-71.5364
CHONGOS BAJO,0,0,1,136,-16.399,-71.5364
HUACHAC,0,0,1,136,-16.399,-71.5364
HUAMANCACA CHICO,0,0,1,136,-16.399,-71.5364
SAN JUAN DE ISCOS,0,0,1,136,-16.399,-71.5364
SAN JUAN DE JARPA,0,0,1,136,-16.399,-71.5364
TRES DE DICIEMBRE,0,0,1,136,-16.399,-71.5364
YANACANCHA,0,0,1,136,-16.399,-71.5364
TRUJILLO,0,0,1,137,-16.399,-71.5364
EL PORVENIR,0,0,1,137,-16.399,-71.5364
FLORENCIA DE MORA,0,0,1,137,-16.399,-71.5364
HUANCHACO,0,0,1,137,-16.399,-71.5364
LA ESPERANZA,0,0,1,137,-16.399,-71.5364
LAREDO,0,0,1,137,-16.399,-71.5364
MOCHE,0,0,1,137,-16.399,-71.5364
POROTO,0,0,1,137,-16.399,-71.5364
SALAVERRY,0,0,1,137,-16.399,-71.5364
SIMBAL,0,0,1,137,-16.399,-71.5364
VICTOR LARCO HERRERA,0,0,1,137,-16.399,-71.5364
ASCOPE,0,0,1,138,-16.399,-71.5364
CHICAMA,0,0,1,138,-16.399,-71.5364
CHOCOPE,0,0,1,138,-16.399,-71.5364
MAGDALENA DE CAO,0,0,1,138,-16.399,-71.5364
PAIJAN,0,0,1,138,-16.399,-71.5364
RAZURI,0,0,1,138,-16.399,-71.5364
SANTIAGO DE CAO,0,0,1,138,-16.399,-71.5364
CASA GRANDE,0,0,1,138,-16.399,-71.5364
BOLIVAR,0,0,1,139,-16.399,-71.5364
BAMBAMARCA,0,0,1,139,-16.399,-71.5364
CONDORMARCA /1,0,0,1,139,-16.399,-71.5364
LONGOTEA,0,0,1,139,-16.399,-71.5364
UCHUMARCA,0,0,1,139,-16.399,-71.5364
UCUNCHA,0,0,1,139,-16.399,-71.5364
CHEPEN,0,0,1,140,-16.399,-71.5364
PACANGA,0,0,1,140,-16.399,-71.5364
PUEBLO NUEVO,0,0,1,140,-16.399,-71.5364
JULCAN,0,0,1,141,-16.399,-71.5364
CALAMARCA,0,0,1,141,-16.399,-71.5364
CARABAMBA,0,0,1,141,-16.399,-71.5364
HUASO,0,0,1,141,-16.399,-71.5364
OTUZCO,0,0,1,142,-16.399,-71.5364
AGALLPAMPA,0,0,1,142,-16.399,-71.5364
CHARAT,0,0,1,142,-16.399,-71.5364
HUARANCHAL,0,0,1,142,-16.399,-71.5364
LA CUESTA,0,0,1,142,-16.399,-71.5364
MACHE,0,0,1,142,-16.399,-71.5364
PARANDAY,0,0,1,142,-16.399,-71.5364
SALPO,0,0,1,142,-16.399,-71.5364
SINSICAP,0,0,1,142,-16.399,-71.5364
USQUIL,0,0,1,142,-16.399,-71.5364
SAN PEDRO DE LLOC,0,0,1,143,-16.399,-71.5364
GUADALUPE,0,0,1,143,-16.399,-71.5364
JEQUETEPEQUE,0,0,1,143,-16.399,-71.5364
PACASMAYO,0,0,1,143,-16.399,-71.5364
SAN JOSE,0,0,1,143,-16.399,-71.5364
TAYABAMBA,0,0,1,144,-16.399,-71.5364
BULDIBUYO,0,0,1,144,-16.399,-71.5364
CHILLIA,0,0,1,144,-16.399,-71.5364
HUANCASPATA,0,0,1,144,-16.399,-71.5364
HUAYLILLAS,0,0,1,144,-16.399,-71.5364
HUAYO,0,0,1,144,-16.399,-71.5364
ONGON,0,0,1,144,-16.399,-71.5364
PARCOY,0,0,1,144,-16.399,-71.5364
PATAZ,0,0,1,144,-16.399,-71.5364
PIAS,0,0,1,144,-16.399,-71.5364
SANTIAGO DE CHALLAS,0,0,1,144,-16.399,-71.5364
TAURIJA,0,0,1,144,-16.399,-71.5364
URPAY,0,0,1,144,-16.399,-71.5364
HUAMACHUCO,0,0,1,145,-16.399,-71.5364
CHUGAY,0,0,1,145,-16.399,-71.5364
COCHORCO,0,0,1,145,-16.399,-71.5364
CURGOS,0,0,1,145,-16.399,-71.5364
MARCABAL,0,0,1,145,-16.399,-71.5364
SANAGORAN,0,0,1,145,-16.399,-71.5364
SARIN,0,0,1,145,-16.399,-71.5364
SARTIMBAMBA,0,0,1,145,-16.399,-71.5364
SANTIAGO DE CHUCO,0,0,1,146,-16.399,-71.5364
ANGASMARCA,0,0,1,146,-16.399,-71.5364
CACHICADAN,0,0,1,146,-16.399,-71.5364
MOLLEBAMBA,0,0,1,146,-16.399,-71.5364
MOLLEPATA,0,0,1,146,-16.399,-71.5364
QUIRUVILCA,0,0,1,146,-16.399,-71.5364
SANTA CRUZ DE CHUCA,0,0,1,146,-16.399,-71.5364
SITABAMBA,0,0,1,146,-16.399,-71.5364
CASCAS,0,0,1,147,-16.399,-71.5364
LUCMA,0,0,1,147,-16.399,-71.5364
COMPIN,0,0,1,147,-16.399,-71.5364
SAYAPULLO,0,0,1,147,-16.399,-71.5364
VIRU,0,0,1,148,-16.399,-71.5364
CHICLAYO,0,0,1,149,-16.399,-71.5364
CHONGOYAPE,0,0,1,149,-16.399,-71.5364
ETEN,0,0,1,149,-16.399,-71.5364
ETEN PUERTO,0,0,1,149,-16.399,-71.5364
JOSE LEONARDO ORTIZ,0,0,1,149,-16.399,-71.5364
LA VICTORIA,0,0,1,149,-16.399,-71.5364
LAGUNAS   ,0,0,1,149,-16.399,-71.5364
MONSEFU,0,0,1,149,-16.399,-71.5364
NUEVA ARICA,0,0,1,149,-16.399,-71.5364
OYOTUN,0,0,1,149,-16.399,-71.5364
PICSI,0,0,1,149,-16.399,-71.5364
PIMENTEL,0,0,1,149,-16.399,-71.5364
REQUE,0,0,1,149,-16.399,-71.5364
SANTA ROSA,0,0,1,149,-16.399,-71.5364
SAÑA,0,0,1,149,-16.399,-71.5364
CAYALTI,0,0,1,149,-16.399,-71.5364
PATAPO,0,0,1,149,-16.399,-71.5364
POMALCA,0,0,1,149,-16.399,-71.5364
PUCALA,0,0,1,149,-16.399,-71.5364
TUMAN,0,0,1,149,-16.399,-71.5364
FERREÑAFE,0,0,1,150,-16.399,-71.5364
CAÑARIS,0,0,1,150,-16.399,-71.5364
INCAHUASI,0,0,1,150,-16.399,-71.5364
MANUEL ANTONIO MESONES MURO,0,0,1,150,-16.399,-71.5364
PITIPO,0,0,1,150,-16.399,-71.5364
PUEBLO NUEVO,0,0,1,150,-16.399,-71.5364
LAMBAYEQUE,0,0,1,151,-16.399,-71.5364
CHOCHOPE,0,0,1,151,-16.399,-71.5364
ILLIMO,0,0,1,151,-16.399,-71.5364
JAYANCA,0,0,1,151,-16.399,-71.5364
MOCHUMI,0,0,1,151,-16.399,-71.5364
MORROPE,0,0,1,151,-16.399,-71.5364
MOTUPE,0,0,1,151,-16.399,-71.5364
OLMOS,0,0,1,151,-16.399,-71.5364
PACORA,0,0,1,151,-16.399,-71.5364
SALAS,0,0,1,151,-16.399,-71.5364
SAN JOSE,0,0,1,151,-16.399,-71.5364
TUCUME,0,0,1,151,-16.399,-71.5364
LIMA,0,0,1,152,-16.399,-71.5364
ANCON,0,0,1,152,-16.399,-71.5364
ATE,0,0,1,152,-16.399,-71.5364
BARRANCO,0,0,1,152,-16.399,-71.5364
BREÑA,0,0,1,152,-16.399,-71.5364
CARABAYLLO,0,0,1,152,-16.399,-71.5364
CHACLACAYO,0,0,1,152,-16.399,-71.5364
CHORRILLOS,0,0,1,152,-16.399,-71.5364
CIENEGUILLA,0,0,1,152,-16.399,-71.5364
COMAS,0,0,1,152,-16.399,-71.5364
EL AGUSTINO,0,0,1,152,-16.399,-71.5364
INDEPENDENCIA,0,0,1,152,-16.399,-71.5364
JESUS MARIA,0,0,1,152,-16.399,-71.5364
LA MOLINA,0,0,1,152,-16.399,-71.5364
LA VICTORIA,0,0,1,152,-16.399,-71.5364
LINCE,0,0,1,152,-16.399,-71.5364
LOS OLIVOS,0,0,1,152,-16.399,-71.5364
LURIGANCHO,0,0,1,152,-16.399,-71.5364
LURIN,0,0,1,152,-16.399,-71.5364
MAGDALENA DEL MAR,0,0,1,152,-16.399,-71.5364
PUEBLO LIBRE,0,0,1,152,-16.399,-71.5364
MIRAFLORES,0,0,1,152,-16.399,-71.5364
PACHACAMAC,0,0,1,152,-16.399,-71.5364
PUCUSANA,0,0,1,152,-16.399,-71.5364
PUENTE PIEDRA,0,0,1,152,-16.399,-71.5364
PUNTA HERMOSA,0,0,1,152,-16.399,-71.5364
PUNTA NEGRA,0,0,1,152,-16.399,-71.5364
